,Unnamed: 0,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
528,528,Arik Einstein,מדוע הילד צחק בחלום,23.0,0.409,0.231,1.0,-15.002,1,0.0353,0.451,1.02e-05,0.084,0.125,116.036,253000.0,4,10
10197,10197,Dr. Dre,"Nuthin' But A ""G"" Thang",76.0,0.801,0.699,11.0,-8.18,0,0.279,0.00575,0.1775619253660327,0.146,0.655,94.605,238467.0,4,5
4827,4827,Westlife,Try Again,4.0,0.571,0.613,5.0,-6.278,1,0.0245,0.024,0.1775619253660327,0.144,0.165,81.948,3.588883333,4,9
16807,16807,A. G. Cook,Xcxoplex (with Charli XCX),60.0,0.608,0.741,5.952446502315104,-4.622,1,0.0721,0.0599,0.1775619253660327,0.449,0.509,75.03,141867.0,4,6
4884,4884,Led Zeppelin,Kashmir - Remaster,70.0,0.48,0.536,2.0,-11.166,1,0.0427,0.488,4.22e-05,0.155,0.581,80.617,508200.0,3,10
7967,7967,Superheaven,Next To Nothing,34.0,0.437,0.8,8.0,-5.296,1,0.0327,0.000222,0.0582,0.0814,0.292,164.073,244359.0,4,10
5027,5027,Lady A,Need You Now,70.0,0.587,0.622,4.0,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,4.626216667,4,4
567,567,Veil Of Maya,Viscera,56.0,0.537,0.96,2.0,-3.705,1,0.0594,0.000175,4.25e-06,0.0892,0.382,137.986,220000.0,4,8
6065,6065,King Gizzard & The Lizard Wizard,Work This Time,61.0,0.529,0.491,1.0,-6.249,0,0.193,0.154,0.1,0.136,0.54,113.996,276893.0,1,6
6385,6385,"Christone ""Kingfish"" Ingram",Rock & Roll,51.0,0.532,0.473,2.0,-7.179,1,0.0295,0.647,8.03e-06,0.0753,0.345,145.072,290483.0,3,2
15101,15101,Cobi,Prophet Story,40.0,0.576,0.478,10.0,-4.028,1,0.027,0.724,0.1775619253660327,0.127,0.241,95.864,218992.0,4,2
6421,6421,Slowdonia,Nueva Palmira,38.0,0.117,0.061,5.952446502315104,-25.826,1,0.0344,0.839,0.958,0.0928,0.0384,71.661,1.473966667,4,7
5381,5381,Snow Tha Product,Never Be Me,58.0,0.84,0.6,11.0,-8.323,0,0.14,0.262,0.1775619253660327,0.0955,0.489,150.053,144244.0,4,5
3210,3210,The Cure,A Night Like This,47.0,0.634,0.868,6.0,-6.858,0,0.0287,0.00867,0.00656,0.205,0.655,121.955,256320.0,4,10
16908,16908,Mumford & Sons,Little Lion Man,69.0,0.517,0.492,5.0,-8.05,1,0.0272,0.0275,3.19e-05,0.0873,0.455,138.585,245173.0,4,6
12997,12997,Kyuss,Space Cadet,52.0,0.461,0.168,11.0,-16.225,0,0.042,0.449,0.886,0.265,0.309,169.675,422464.0,4,10
16255,16255,Taarovet Eskot,החדר האינטימי שלי,31.0,0.765,0.612,5.952446502315104,-8.427,1,0.0252,0.133,2.27e-05,0.063,0.935,106.455,210333.0,4,10
6087,6087,No Love For The Middle Child,Bullets in the Dark (feat. MOD SUN),48.0,0.673,0.923,1.0,-3.628,0,0.0521,0.0107,0.1775619253660327,0.12,0.946,139.969,181547.0,4,1
11621,11621,ONR,It Gets To A Point,45.0,0.545,0.964,1.0,-4.326,1,0.0565,0.000114,3.87e-06,0.0842,0.698,142.002,233439.0,4,1
13367,13367,Shannon Lay,Rare to Wake,44.0,0.486,0.391,3.0,-9.131,1,0.0333,0.832,5.45e-05,0.107,0.501,123.082,278317.0,4,6
14133,14133,Movements,Skin To Skin,48.0,0.63,0.968,6.0,-3.532,1,0.0381,0.0316,4.59e-05,0.0738,0.529,112.53,240907.0,4,10
15498,15498,The Black Keys,Going Down South,60.0,0.475,0.762,11.0,-7.452,0,0.0391,0.0018,0.0493,0.285,0.619,113.682,228973.0,4,10
14011,14011,Florence Black,Bird On A Chain,53.0,0.281,0.941,10.0,-4.448,0,0.115,6.8e-06,7.92e-06,0.346,0.553,140.048,172572.0,4,10
6096,6096,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,76.0,0.723,0.863,2.0,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,3.71355,4,10
1633,1633,Memorex Memories,Curious Alice,47.0,0.383,0.512,8.0,-17.868,1,0.0601,0.0951,0.892,0.115,0.293,170.034,206158.0,4,6
7753,7753,Wire,Outdoor Miner - 2006 Remastered Version,46.0,0.568,0.636,4.0,-8.862,1,0.0297,0.431,3.02e-06,0.492,0.71,124.37,104507.0,4,1
11783,11783,"Johann Sebastian Bach, Dmitry Sitkovetsky, Orchestra of the Swan, David le Page","Goldberg Variations, BWV 988: Aria - Arr. for String trio",29.0,0.276,0.0377,7.0,-21.08,1,0.0575,0.919,0.000161,0.123,0.124,83.959,2.418666667,4,7
14055,14055,Ed Sheeran,Happier - Acoustic,60.0,0.493,0.4,5.952446502315104,-8.117,1,0.0261,0.0425,1.47e-06,0.133,0.15,91.004,3.43681667,4,0
13927,13927,Laurence Guy,Mutual Excitement is a Wonderful Thing,43.0,0.683,0.47,11.0,-15.561,1,0.0494,0.0268,0.827,0.11,0.205,128.02,293709.0,4,1
6359,6359,MEDUZA,Lose Control,83.0,0.598,0.526,10.0,-8.659,0,0.0415,0.129,0.1775619253660327,0.14,0.529,123.935,168387.0,4,9
1982,1982,BackRoad Gee,A Yo,56.0,0.839,0.793,5.952446502315104,-5.885,1,0.407,0.547,0.1775619253660327,0.134,0.771,143.978,161344.0,4,5
12377,12377,H.E.R.,Come Through (feat. Chris Brown),82.0,0.615,0.422,5.0,-8.019,0,0.0504,0.604,0.1775619253660327,0.112,0.185,135.859,214094.0,5,9
12984,12984,Green Lung,Let the Devil In,36.0,0.361,0.8,5.0,-5.253,1,0.0446,2.2e-05,0.00859,0.0835,0.436,141.907,300227.0,4,8
8800,8800,Marina Maximilian,Russian Canon,29.0,0.352,0.624,2.0,-8.161,0,0.0321,0.0853,0.563,0.0897,0.175,114.941,238002.0,3,9
4456,4456,My Chemical Romance,Na Na Na (Na Na Na Na Na Na Na Na Na),70.0,0.411,0.986,8.0,-2.522,0,0.0583,0.000264,0.00148,0.371,0.649,165.981,205960.0,4,10
9356,9356,Korn,Blind,65.0,0.283,0.891,2.0,-8.165,1,0.178,0.00678,0.0038,0.159,0.226,92.049,258267.0,4,8
7976,7976,Obituary,Slowly We Rot,44.0,0.275,0.947,5.952446502315104,-6.696,1,0.0835,1.08e-05,0.00968,0.124,0.0835,107.1,218427.0,3,8
3810,3810,Porno for Pyros,Pets,57.0,0.578,0.515,11.0,-9.541,1,0.0347,0.05,0.0268,0.119,0.302,112.879,216733.0,4,10
12627,12627,Barns Courtney,Hard To Be Alone,44.0,0.414,0.476,3.0,-6.52,1,0.0302,0.91,0.1775619253660327,0.0863,0.24,94.087,182053.0,4,10
10487,10487,Rand Aldo,Nine Times around the Heart,42.0,0.331,0.076,8.0,-20.659,1,0.0358,0.932,0.637,0.112,0.103,164.069,2.958933333,4,7
8843,8843,Fleetwood Mac,Gold Dust Woman - 2004 Remaster,60.0,0.666,0.608,7.0,-9.335,1,0.0319,0.281,0.000804,0.466,0.674,123.18,295627.0,4,10
13292,13292,Dumpstaphunk,In Time,38.0,0.698,0.763,11.0,-5.09,0,0.131,0.00224,0.000443,0.0856,0.672,91.986,422813.0,4,2
407,407,iann dior,Darkside,58.0,0.695,0.869,5.0,-6.914,1,0.0264,0.71,0.1775619253660327,0.343,0.92,123.991,154871.0,4,10
12104,12104,The Lumineers,Gloria,28.0,0.379,0.638,11.0,-10.154,1,0.0823,0.577,7.49e-05,0.701,0.325,168.535,213213.0,4,9
1948,1948,Useless ID,Stopwatch,16.0,0.286,0.992,9.0,-2.333,1,0.21,0.000531,2.06e-05,0.104,0.49,178.619,81573.0,4,6
7963,7963,Little Simz,Introvert,63.0,0.313,0.87,1.0,-6.613,0,0.114,0.432,0.0191,0.116,0.117,92.685,362653.0,4,9
7168,7168,Michael Schenker Group,Drilled to Kill,39.0,0.522,0.967,2.0,-5.218,1,0.142,0.000313,0.00438,0.0633,0.284,130.019,271800.0,4,8
17455,17455,Backstreet Boys,We've Got It Goin' On - Radio Edit,47.0,0.758,0.875,3.0,-4.518,0,0.0363,0.0851,0.1775619253660327,0.227,0.91,112.966,3.657783333,4,9
7904,7904,Artur Menezes,Fading Away,40.0,0.643,0.913,8.0,-4.538,1,0.0351,0.00651,0.0017,0.0427,0.449,112.988,224427.0,4,10
11883,11883,Rot Ken,Baby Choppa,52.0,0.79,0.578,5.952446502315104,-6.356,1,0.262,0.00299,0.1775619253660327,0.372,0.705,159.922,144000.0,4,5
10547,10547,Folamour,The Journey (feat. Zeke Manyika),49.0,0.765,0.871,1.0,-7.523,0,0.0536,0.07,0.0251,0.125,0.505,119.989,256467.0,4,6
10595,10595,Naglfar,Last Breath of Yggdrasil,24.0,0.105,0.756,7.0,-8.151,0,0.0695,0.000585,0.809,0.42,0.0381,155.697,390427.0,4,8
9060,9060,"Rochak Kohli, Arijit Singh, Neha Kakkar","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",67.0,0.718,0.382,7.0,-8.237,1,0.0466,0.585,0.1775619253660327,0.128,0.499,87.029,3.349866667,4,3
7579,7579,VOLA,Head Mounted Sideways,47.0,0.49,0.872,7.0,-7.247,1,0.0424,0.000247,0.0859,0.0622,0.173,126.725,334400.0,4,8
9399,9399,FIDLAR,West Coast,42.0,0.3,0.998,4.0,-1.7,1,0.084,0.00039,0.1775619253660327,0.376,0.379,181.866,202573.0,4,6
3554,3554,The Clash,Train in Vain (Stand by Me) - Remastered,65.0,0.762,0.722,2.0,-8.712,1,0.0428,0.0922,0.000368,0.132,0.966,122.769,194667.0,4,6
9178,9178,Russ Millions,Body,85.0,0.889,0.705,11.0,-8.683,0,0.392,0.389,1.04e-05,0.0692,0.815,141.069,183830.0,4,5
1949,1949,TheHxliday,Wit Dat,57.0,0.683,0.54,7.0,-5.308,0,0.332,0.0114,0.1775619253660327,0.127,0.432,140.217,164736.0,4,5
14858,14858,Au5,I Miss You (feat. Kenny Raye),29.0,0.601,0.952,4.0,-3.247,0,0.155,0.00136,0.000678,0.0871,0.264,170.031,231529.0,4,10
17036,17036,Interloper,Search Party,34.0,0.28,0.951,4.0,-5.316,0,0.0884,0.00978,0.1775619253660327,0.239,0.233,139.835,295214.0,4,8
3376,3376,War & Pierce,Amen,50.0,0.785,0.43,4.0,-9.453,0,0.0653,0.316,0.00159,0.0829,0.491,85.99,247478.0,4,10
11676,11676,Gojira,The art of dying,52.0,0.493,0.83,5.952446502315104,-5.983,0,0.105,0.000308,0.543,0.102,0.114,137.967,594213.0,4,8
13067,13067,Parkwood,Screwdriver,34.0,0.446,0.989,7.0,-4.131,1,0.155,0.00125,9.2e-06,0.102,0.0437,105.955,197264.0,4,8
2695,2695,Kadavar,All Our Thoughts,39.0,0.139,0.912,2.0,-1.884,1,0.0679,0.167,0.0038,0.114,0.609,80.895,275000.0,4,8
6762,6762,Twenty One Pilots,Level of Concern,75.0,0.754,0.583,4.0,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,220051.0,4,9
7255,7255,Billy Lee Riley,Red Hot,34.0,0.39,0.939,5.952446502315104,-2.278,1,0.121,0.677,0.1775619253660327,0.0767,0.766,174.914,152712.0,4,10
2713,2713,Devon Gilfillian,Troublemaker,45.0,0.555,0.927,5.952446502315104,-4.167,0,0.0708,0.00155,0.0288,0.209,0.848,156.031,212016.0,4,10
12176,12176,Pierce The Veil,King For A Day,72.0,0.403,0.965,6.0,-2.238,1,0.0964,3.81e-05,0.000276,0.341,0.431,112.363,236293.0,4,10
10502,10502,Jeff Beck,Let Me Love You,24.0,0.527,0.611,11.0,-9.157,0,0.0588,0.251,7.26e-05,0.298,0.686,95.107,283827.0,4,2
12440,12440,Jake Bugg,All I Need,64.0,0.5,0.732,5.0,-3.578,0,0.0418,0.000397,0.0554,0.0759,0.637,169.9,216218.0,4,6
15945,15945,Ozzy Osbourne,No More Tears,67.0,0.346,0.749,6.0,-6.506,1,0.035,0.00167,8.86e-05,0.648,0.315,102.591,443240.0,4,8
1827,1827,Cradle Of Filth,From the Cradle to Enslave,46.0,0.342,0.926,7.0,-6.313,0,0.0939,3.96e-05,0.683,0.186,0.0972,147.313,396829.0,4,8
16818,16818,Alexas Lucio,Viaggio privato,47.0,0.568,0.0764,2.0,-22.455,1,0.0632,0.962,0.959,0.108,0.345,105.192,1.9903,3,7
12003,12003,AC/DC,Dirty Deeds Done Dirt Cheap,73.0,0.668,0.906,11.0,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,231933.0,4,10
14644,14644,Robert Randolph & The Family Band,Smile,24.0,0.298,0.726,9.0,-7.375,1,0.0347,0.0141,2.21e-06,0.0965,0.444,172.659,293173.0,4,2
8805,8805,Haim Moshe,אהבת חיי,32.0,0.764,0.359,4.0,-14.234,0,0.0526,0.26,4.29e-06,0.112,0.953,154.763,263693.0,4,9
10266,10266,coldrain,MAYDAY (feat. Ryo from Crystal Lake),62.0,0.522,0.97,10.0,-4.576,0,0.209,5.53e-05,0.1775619253660327,0.246,0.488,121.054,227012.0,4,10
15398,15398,James Vincent McMorrow,I Should Go (with Kenny Beats),55.0,0.855,0.583,9.0,-5.277,0,0.074,0.196,0.000276,0.0766,0.902,134.953,144227.0,4,1
15840,15840,River,Leon Bridges,5.0,0.658,0.179,8.0,-10.866,1,0.0448,0.689,0.1775619253660327,0.17,0.191,128.128,3.976,4,0
11116,11116,The War and Treaty,Take Me In,41.0,0.433,0.242,5.952446502315104,-10.731,1,0.0322,0.353,0.1775619253660327,0.118,0.163,139.958,227893.0,4,2
9891,9891,Takatak,Fault Lines,26.0,0.487,0.953,8.0,-5.394,1,0.104,0.000203,0.00299,0.503,0.249,140.001,352813.0,4,8
17307,17307,Mathieu Boogaerts,Am I Crazy,37.0,0.745,0.3,10.0,-13.33,1,0.0652,0.372,0.229,0.152,0.6,137.924,138262.0,4,1
1591,1591,SAINt JHN,Roses - Imanbek Remix,47.0,0.784,0.721,8.0,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966,176219.0,4,9
9693,9693,"Shankar-Ehsaan-Loy, Ajoy Chakrabarty, Javed Ali",Garaj Garaj,38.0,0.287,0.762,5.952446502315104,-7.121,1,0.0874,0.392,0.1775619253660327,0.287,0.262,73.054,2.641283333,4,0
16142,16142,Imagine Dragons,Whatever It Takes,80.0,0.672,0.655,10.0,-5.021,0,0.0311,0.0362,0.1775619253660327,0.117,0.556,134.945,201240.0,4,10
4166,4166,Momma,Biohazard,40.0,0.565,0.769,6.0,-7.863,0,0.0594,0.0135,0.794,0.171,0.464,124.069,145920.0,4,6
5957,5957,Valkyrie,Feeling so Low,28.0,0.393,0.904,7.0,-7.683,0,0.0442,5.27e-06,0.853,0.0937,0.497,89.562,307307.0,4,10
12037,12037,The Workhorse Movement,Keep the Sabbath Dream Alive,27.0,0.57,0.919,2.0,-5.684,1,0.0403,0.00194,0.00387,0.0589,0.451,104.408,255427.0,4,8
16795,16795,Ike & Tina Turner,River Deep - Mountain High,58.0,0.389,0.745,3.0,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,214880.0,4,10
8608,8608,Ronnie Baker Brooks,Show Me (feat. Steve Cropper),23.0,0.623,0.87,11.0,-6.211,1,0.055,0.0715,0.00902,0.179,0.853,146.174,239387.0,4,2
12547,12547,The Prodigy,Breathe,65.0,0.673,0.808,9.0,-6.183,1,0.0491,0.0121,0.878,0.037,0.303,130.041,336280.0,4,6
9581,9581,Ravi,Bush Telegraph,26.0,0.454,0.0994,1.0,-19.617,1,0.0356,0.978,0.706,0.103,0.154,79.299,2.466666667,4,7
5259,5259,A1 x J1,Latest Trends (feat. Aitch) - Remix,74.0,0.654,0.491,10.0,-11.715,0,0.252,0.0809,0.1775619253660327,0.369,0.807,142.037,158000.0,4,5
5080,5080,Busta Rhymes,Gimme Some More,60.0,0.591,0.855,11.0,-8.339,0,0.339,0.00832,5.87e-05,0.771,0.78,136.734,158467.0,4,5
16192,16192,Andreas Borkental,Olomana,51.0,0.617,0.0961,6.0,-16.523,0,0.0637,0.993,0.947,0.109,0.188,91.331,2.662266667,4,7
4412,4412,Filmore,Who Cares,66.0,0.583,0.828,7.0,-4.768,1,0.0539,0.25,0.1775619253660327,0.512,0.765,95.035,2.974366667,4,4
12702,12702,Exodus,The Toxic Waltz,53.0,0.262,0.988,11.0,-4.922,0,0.253,0.00655,0.897,0.132,0.227,91.319,290280.0,4,8
4445,4445,Tim McGraw,Something Like That,68.0,0.507,0.85,5.0,-5.679,1,0.0472,0.378,0.1775619253660327,0.0567,0.847,171.8,3.062216667,4,4
11134,11134,Foxy Shazam,I Like It,24.0,0.517,0.982,1.0,-1.49,1,0.0485,0.000142,0.000234,0.212,0.831,97.991,168093.0,4,10
15037,15037,ABSOLUTE.,Sage comme une image - Good as Gold,44.0,0.792,0.873,6.0,-8.622,0,0.329,0.00402,0.000396,0.25,0.672,124.996,236165.0,4,1
1738,1738,The Beach Boys,Good Vibrations - Remastered 2001,72.0,0.396,0.473,10.0,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,219027.0,4,10
6807,6807,Mz Boom Bap,The Lineage,36.0,0.839,0.749,11.0,-10.259,0,0.17,0.522,0.00166,0.502,0.475,90.05,157373.0,4,5
17018,17018,Cypress Hill,Insane in the Brain,73.0,0.897,0.612,11.0,-10.489,1,0.211,0.0297,0.186,0.0894,0.767,102.305,208267.0,4,5
7356,7356,SPORTSGIRL,Tennis,27.0,0.415,0.766,1.0,-9.739,1,0.142,7.62e-05,0.872,0.376,0.271,159.923,306000.0,4,6
12949,12949,Dieter Huber,Zitronen Garten,50.0,0.435,0.0767,9.0,-16.805,1,0.0498,0.992,0.9,0.123,0.178,77.242,2.3843,1,7
17939,17939,Gucci Mane,She Be Puttin On (Feat. Slim Dunkin),25.0,0.753,0.711,9.0,-10.162,1,0.366,0.0856,0.1775619253660327,0.0409,0.77,139.995,259918.0,4,5
14840,14840,Imagine Dragons,Demons,80.0,0.505,0.71,3.0,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,177507.0,4,10
12226,12226,The Everly Brothers,Wake up Little Susie,61.0,0.709,0.62,2.0,-9.382,1,0.034,0.318,0.1775619253660327,0.0426,0.936,93.723,2.05866667,4,10
11005,11005,Lauv,"fuck, i’m lonely - stripped",46.0,0.735,0.378,9.0,-6.842,1,0.0488,0.209,0.1775619253660327,0.0737,0.726,95.073,187333.0,4,9
10063,10063,The Black Keys,Gotta Get Away,55.0,0.475,0.836,4.0,-5.446,1,0.0529,0.0175,0.1775619253660327,0.104,0.723,123.144,180173.0,4,10
7039,7039,Jimmy Eat World,Get Right,43.0,0.453,0.892,2.0,-5.033,0,0.0381,5.61e-06,0.00132,0.35,0.586,86.01,169573.0,4,10
11952,11952,White Flowers,Daylight,31.0,0.437,0.631,6.0,-8.87,0,0.0293,0.202,0.754,0.489,0.237,99.971,224947.0,3,6
6779,6779,TITUS BANK,I Do Yeah,28.0,0.739,0.384,5.952446502315104,-8.704,1,0.0377,0.233,0.000118,0.159,0.711,74.997,186287.0,3,9
17969,17969,Love and Death,Down,45.0,0.451,0.887,8.0,-6.208,0,0.0695,0.000245,0.0231,0.203,0.436,92.954,240347.0,4,10
893,893,Jimi Hendrix,All Along the Watchtower,78.0,0.438,0.805,8.0,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800.0,4,6
5178,5178,And That,At Capacity,18.0,0.718,0.548,9.0,-7.703,1,0.0247,0.288,3.89e-06,0.23,0.349,96.947,150947.0,4,10
17259,17259,D:Ream,Things Can Only Get Better,60.0,0.671,0.74,10.0,-12.43,0,0.0389,0.122,0.1775619253660327,0.196,0.102,125.0,258000.0,4,9
7814,7814,Little Boots,Meddle,26.0,0.641,0.88,2.0,-3.094,1,0.156,0.0219,3.97e-05,0.0802,0.636,168.99,195947.0,4,1
11060,11060,Crystal Castles,Vanished,63.0,0.713,0.868,5.952446502315104,-6.644,0,0.0305,0.00206,9.23e-05,0.225,0.641,119.98,242960.0,4,6
14637,14637,Hadag Nahash,Reggae Habatlan (The Loafer Man Reggae),17.0,0.757,0.668,5.0,-8.535,1,0.0834,0.00756,6.03e-05,0.0811,0.325,128.0,224052.0,4,5
10218,10218,The Veer Union,Numb (Acoustic),53.0,0.446,0.64,5.0,-4.191,0,0.032,0.128,0.1775619253660327,0.0758,0.182,110.076,198545.0,4,10
13563,13563,Devil Sold His Soul,Signal Fire,41.0,0.147,0.888,5.0,-6.105,0,0.0926,5.18e-05,0.0289,0.366,0.203,161.293,413829.0,3,8
8076,8076,Mason Murphy,Crossroads,18.0,0.698,0.774,7.0,-5.144,1,0.0654,0.0887,0.00297,0.117,0.531,90.033,141333.0,4,2
4062,4062,BUZZ,Dreaming,36.0,0.602,0.698,5.952446502315104,-3.167,1,0.0712,0.0597,0.1775619253660327,0.127,0.53,114.977,225893.0,4,10
8479,8479,Coldplay,Magic,73.0,0.738,0.482,6.0,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,285014.0,4,9
9125,9125,Brianna Harness,I Won't Bitch,43.0,0.743,0.341,4.0,-8.072,0,0.0347,0.871,0.1775619253660327,0.122,0.549,117.813,206186.0,4,2
3476,3476,namesbliss,Strikers,23.0,0.596,0.765,1.0,-4.064,1,0.342,0.0533,0.1775619253660327,0.268,0.32,96.762,158897.0,5,5
17045,17045,The Godfathers,"Birth, School, Work, Death",42.0,0.521,0.765,9.0,-10.942,1,0.0367,0.000548,0.00885,0.114,0.719,120.674,248827.0,4,6
645,645,Sentenced,Noose,45.0,0.53,0.893,7.0,-5.426,0,0.0704,0.00027,0.37,0.095,0.585,135.076,241267.0,4,8
1660,1660,Soccer Mommy,bloodstream,53.0,0.59,0.647,9.0,-6.195,1,0.0246,0.483,0.0744,0.141,0.615,172.033,337427.0,4,6
3961,3961,The Black Crowes,Jealous Guy,40.0,0.472,0.634,5.952446502315104,-5.361,1,0.0324,0.0588,0.1775619253660327,0.105,0.641,124.27,297707.0,4,10
6157,6157,Six Feet Under,TNT,43.0,0.615,0.893,5.0,-6.139,1,0.102,0.00291,0.00472,0.199,0.555,127.834,208533.0,4,8
9621,9621,מינוס אפס,יום שלישי,17.0,0.377,0.512,3.0,-7.472,1,0.0279,0.509,0.000565,0.0656,0.267,169.583,225199.0,4,6
14918,14918,Gym Class Heroes,Cupid's Chokehold / Breakfast in America,81.0,0.72,0.744,1.0,-6.938,0,0.12,0.237,0.1775619253660327,0.255,0.619,78.953,4.062883333,4,9
3740,3740,Fugazi,Waiting Room,65.0,0.616,0.727,1.0,-8.176,0,0.0365,0.00401,0.86,0.157,0.54,92.259,173267.0,4,10
13540,13540,Johnny Cash,You Are My Sunshine,60.0,0.421,0.257,9.0,-15.478,1,0.0893,0.842,1.07e-06,0.529,0.56,89.787,196733.0,4,10
16261,16261,The Knickerbockers,Lies (are breaking my heart),34.0,0.491,0.696,9.0,-10.114,1,0.0301,0.707,0.1775619253660327,0.211,0.893,144.765,165360.0,4,1
11020,11020,Yehudit Ravitz,את הכל אזכור,11.0,0.284,0.157,4.0,-11.954,0,0.0401,0.838,7.22e-06,0.0865,0.139,73.575,255600.0,5,10
12550,12550,Thyla,Blue,23.0,0.566,0.686,9.0,-8.101,1,0.0403,9.78e-05,3.62e-05,0.372,0.738,120.952,180224.0,4,6
14005,14005,Dor3,קונפטי,36.0,0.812,0.755,2.0,-7.606,1,0.141,0.0624,2.66e-05,0.157,0.178,171.985,136744.0,4,5
1790,1790,Foals,On The Luna,51.0,0.525,0.976,5.952446502315104,-2.023,1,0.0479,0.0662,0.000392,0.0804,0.855,138.984,192695.0,4,6
8869,8869,Stephen Malkmus,Xian Man,28.0,0.628,0.722,6.0,-4.396,1,0.0269,0.0357,0.249,0.307,0.721,118.808,246907.0,4,1
7536,7536,neko,Wish,54.0,0.271,0.31,5.952446502315104,-7.967,1,0.0309,0.725,1.99e-06,0.119,0.16,169.614,214733.0,3,9
2226,2226,Juraj Stanik Trio,I Sing This Song for You,49.0,0.413,0.0771,3.0,-22.29,1,0.0381,0.956,0.694,0.257,0.099,124.912,4.64445,4,7
11218,11218,Colleen,Gazing at Taurus - Santa Eulalia,35.0,0.521,0.517,8.0,-18.555,0,0.042,0.678,0.879,0.0961,0.525,183.978,296973.0,4,6
1825,1825,TORA,Cry for Me,32.0,0.703,0.313,9.0,-9.755,0,0.0484,0.667,0.00114,0.131,0.547,101.036,180583.0,5,2
2872,2872,The Amazons,Mother - Single Version,44.0,0.429,0.873,5.0,-6.121,1,0.0539,0.00362,0.299,0.111,0.439,79.529,305345.0,4,10
3834,3834,Radiohead,Everything In Its Right Place,66.0,0.296,0.463,5.0,-11.412,0,0.0449,0.705,0.0482,0.0954,0.0629,123.943,251427.0,5,10
14968,14968,Green-House,Sunflower Dance,45.0,0.314,0.184,5.952446502315104,-13.739,1,0.0424,0.989,0.896,0.128,0.159,72.528,212055.0,3,6
15730,15730,Aerosmith,Mama Kin,50.0,0.426,0.751,4.0,-10.91,1,0.0403,0.122,0.00144,0.271,0.889,153.359,267227.0,4,10
16517,16517,Dudu Tassa,גרמניה,20.0,0.455,0.717,9.0,-6.236,0,0.0292,0.142,0.1775619253660327,0.178,0.293,149.942,267757.0,4,10
5161,5161,The Police,Every Little Thing She Does Is Magic,74.0,0.558,0.768,2.0,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,260573.0,4,10
5166,5166,All Time Low,Missing You,60.0,0.56,0.731,2.0,-6.121,1,0.0281,0.0472,0.1775619253660327,0.282,0.4,99.978,244824.0,4,10
12219,12219,Monie Love,It's a Shame (My Sister),47.0,0.858,0.609,1.0,-10.695,1,0.113,0.0542,9.04e-05,0.315,0.478,107.978,222840.0,4,5
16705,16705,jxdn,Tonight (feat. iann dior),66.0,0.501,0.633,5.0,-6.56,1,0.0466,0.00358,0.1775619253660327,0.351,0.463,165.029,135573.0,4,9
5499,5499,Jammer,Built This City,34.0,0.548,0.765,11.0,-7.873,0,0.304,0.675,0.1775619253660327,0.14,0.652,136.76,153954.0,4,5
8600,8600,Riff Cohen,TEMPO,33.0,0.676,0.588,2.0,-7.294,1,0.0312,0.361,4.58e-05,0.0977,0.69,150.203,219517.0,4,6
15015,15015,Breezer,Alive,18.0,0.394,0.989,11.0,-6.175,1,0.0428,2.24e-06,0.612,0.305,0.621,136.999,255962.0,4,10
1242,1242,Cheap Trick,California Man,36.0,0.527,0.939,9.0,-7.97,1,0.0467,0.0065,3.83e-05,0.177,0.865,155.838,224800.0,4,2
3594,3594,Louis Silva Band,Pretty Ballad,51.0,0.422,0.174,2.0,-15.427,1,0.0378,0.936,0.929,0.367,0.0858,95.089,3.447583333,4,7
13019,13019,WurlD,WAYO (KPE LE WU),41.0,0.696,0.535,4.0,-8.053,0,0.146,0.421,1.84e-05,0.107,0.662,91.943,196093.0,4,9
16462,16462,Don Williams,Tulsa Time,46.0,0.877,0.489,4.0,-15.244,1,0.0385,0.493,8.05e-06,0.0611,0.929,103.886,3.213333333,4,4
